"동별","연령별","시점","계","한국인","등록외국인",
"장충동","20~24세","2025. 1/4","1005","714","291",
"장충동","25~29세","2025. 1/4","809","541","268",
"장충동","30~34세","2025. 1/4","511","414","97",
"장충동","35~39세","2025. 1/4","288","238","50",
"장충동","40~44세","2025. 1/4","294","253","41",
"장충동","45~49세","2025. 1/4","261","225","36",
"장충동","50~54세","2025. 1/4","331","301","30",
"장충동","55~59세","2025. 1/4","308","287","21",
"장충동","60~64세","2025. 1/4","287","269","18",
"장충동","65~69세","2025. 1/4","285","278","7",
"장충동","70~74세","2025. 1/4","213","205","8",
"장충동","75~79세","2025. 1/4","178","178","-",
"장충동","80~84세","2025. 1/4","150","149","1",
"장충동","85~89세","2025. 1/4","84","83","1",
"장충동","90~94세","2025. 1/4","27","27","-",
"장충동","95~99세","2025. 1/4","8","8","-",
"장충동","100세 이상","2025. 1/4","1","1","-",
"광희동","합계","2025. 1/4","7130","5731","1399",
"광희동","0~4세","2025. 1/4","71","60","11",
"광희동","5~9세","2025. 1/4","73","56","17",
"광희동","10~14세","2025. 1/4","104","76","28",
"광희동","15~19세","2025. 1/4","143","98","45",
"광희동","20~24세","2025. 1/4","781","396","385",
"광희동","25~29세","2025. 1/4","1055","748","307",
"광희동","30~34세","2025. 1/4","945","803","142",
"광희동","35~39세","2025. 1/4","596","490","106",
"광희동","40~44세","2025. 1/4","453","375","78",
"광희동","45~49세","2025. 1/4","360","293","67",
"광희동","50~54세","2025. 1/4","404","339","65",
"광희동","55~59세","2025. 1/4","443","372","71",
"광희동","60~64세","2025. 1/4","459","424","35",
"광희동","65~69세","2025. 1/4","429","410","19",
"광희동","70~74세","2025. 1/4","316","305","11",
"광희동","75~79세","2025. 1/4","209","205","4",
"광희동","80~84세","2025. 1/4","173","169","4",
"광희동","85~89세","2025. 1/4","87","84","3",
"광희동","90~94세","2025. 1/4","22","22","-",
"광희동","95~99세","2025. 1/4","7","6","1",
"광희동","100세 이상","2025. 1/4","-","-","-",
"을지로동","합계","2025. 1/4","3418","3073","345",
"을지로동","0~4세","2025. 1/4","95","87","8",
"을지로동","5~9세","2025. 1/4","43","39","4",
"을지로동","10~14세","2025. 1/4","48","42","6",
"을지로동","15~19세","2025. 1/4","54","40","14",
"을지로동","20~24세","2025. 1/4","129","90","39",
"을지로동","25~29세","2025. 1/4","351","285","66",
"을지로동","30~34세","2025. 1/4","528","481","47",
"을지로동","35~39세","2025. 1/4","487","437","50",
"을지로동","40~44세","2025. 1/4","316","291","25",
"을지로동","45~49세","2025. 1/4","241","212","29",
"을지로동","50~54세","2025. 1/4","214","191","23",
"을지로동","55~59세","2025. 1/4","184","167","17",
"을지로동","60~64세","2025. 1/4","207","201","6",
"을지로동","65~69세","2025. 1/4","182","178","4",
"을지로동","70~74세","2025. 1/4","137","132","5",
"을지로동","75~79세","2025. 1/4","81","80","1",
"을지로동","80~84세","2025. 1/4","65","65","-",
"을지로동","85~89세","2025. 1/4","45","44","1",
"을지로동","90~94세","2025. 1/4","6","6","-",
"을지로동","95~99세","2025. 1/4","5","5","-",
"을지로동","100세 이상","2025. 1/4","-","-","-",
"신당5동","합계","2025. 1/4","10440","10067","373",
"신당5동","0~4세","2025. 1/4","214","211","3",
"신당5동","5~9세","2025. 1/4","219","211","8",
"신당5동","10~14세","2025. 1/4","248","242","6",
"신당5동","15~19세","2025. 1/4","257","244","13",
"신당5동","20~24세","2025. 1/4","523","467","56",
"신당5동","25~29세","2025. 1/4","992","906","86",
"신당5동","30~34세","2025. 1/4","1107","1072","35",
"신당5동","35~39세","2025. 1/4","855","812","43",
"신당5동","40~44세","2025. 1/4","708","693","15",
"신당5동","45~49세","2025. 1/4","687","663","24",
"신당5동","50~54세","2025. 1/4","824","802","22",
"신당5동","55~59세","2025. 1/4","887","860","27",
"신당5동","60~64세","2025. 1/4","858","840","18",
"신당5동","65~69세","2025. 1/4","698","689","9",
"신당5동","70~74세","2025. 1/4","483","482","1",
"신당5동","75~79세","2025. 1/4","390","386","4",
"신당5동","80~84세","2025. 1/4","285","282","3",
"신당5동","85~89세","2025. 1/4","145","145","-",
"신당5동","90~94세","2025. 1/4","45","45","-",
"신당5동","95~99세","2025. 1/4","14","14","-",
"신당5동","100세 이상","2025. 1/4","1","1","-",
"황학동","합계","2025. 1/4","13980","13106","874",
"황학동","0~4세","2025. 1/4","309","301","8",
"황학동","5~9세","2025. 1/4","304","275","29",
"황학동","10~14세","2025. 1/4","232","215","17",
"황학동","15~19세","2025. 1/4","247","232","15",
"황학동","20~24세","2025. 1/4","701","587","114",
"황학동","25~29세","2025. 1/4","1772","1594","178",
"황학동","30~34세","2025. 1/4","1998","1898","100",
"황학동","35~39세","2025. 1/4","1440","1352","88",
"황학동","40~44세","2025. 1/4","1115","1063","52",
"황학동","45~49세","2025. 1/4","856","804","52",
"황학동","50~54세","2025. 1/4","904","859","45",
"황학동","55~59세","2025. 1/4","912","843","69",
"황학동","60~64세","2025. 1/4","895","844","51",
"황학동","65~69세","2025. 1/4","788","752","36",
"황학동","70~74세","2025. 1/4","588","575","13",
"황학동","75~79세","2025. 1/4","434","430","4",
"황학동","80~84세","2025. 1/4","284","284","-",
"황학동","85~89세","2025. 1/4","127","124","3",
"황학동","90~94세","2025. 1/4","62","62","-",
"황학동","95~99세","2025. 1/4","11","11","-",
"황학동","100세 이상","2025. 1/4","1","1","-",
"중림동","합계","2025. 1/4","12388","12039","349",
"중림동","0~4세","2025. 1/4","449","437","12",
"중림동","5~9세","2025. 1/4","460","453","7",
"중림동","10~14세","2025. 1/4","357","349","8",
"중림동","15~19세","2025. 1/4","368","361","7",
"중림동","20~24세","2025. 1/4","490","465","25",
"중림동","25~29세","2025. 1/4","883","836","47",
"중림동","30~34세","2025. 1/4","1060","1031","29",
"중림동","35~39세","2025. 1/4","1137","1084","53",
"중림동","40~44세","2025. 1/4","1192","1149","43",
"중림동","45~49세","2025. 1/4","952","927","25",
"중림동","50~54세","2025. 1/4","955","926","29",
"중림동","55~59세","2025. 1/4","900","883","17",
"중림동","60~64세","2025. 1/4","885","863","22",
"중림동","65~69세","2025. 1/4","739","730","9",
"중림동","70~74세","2025. 1/4","528","519","9",
"중림동","75~79세","2025. 1/4","453","448","5",
"중림동","80~84세","2025. 1/4","306","305","1",
"중림동","85~89세","2025. 1/4","188","188","-",
"중림동","90~94세","2025. 1/4","70","69","1",
"중림동","95~99세","2025. 1/4","10","10","-",
"중림동","100세 이상","2025. 1/4","6","6","-",
"신당동","합계","2025. 1/4","8816","7346","1470",
"신당동","0~4세","2025. 1/4","102","82","20",
"신당동","5~9세","2025. 1/4","160","135","25",
"신당동","10~14세","2025. 1/4","123","109","14",
"신당동","15~19세","2025. 1/4","159","138","21",
"신당동","20~24세","2025. 1/4","658","366","292",
"신당동","25~29세","2025. 1/4","1196","810","386",
"신당동","30~34세","2025. 1/4","963","782","181",
"신당동","35~39세","2025. 1/4","664","556","108",
"신당동","40~44세","2025. 1/4","591","501","90",
"신당동","45~49세","2025. 1/4","505","444","61",
"신당동","50~54세","2025. 1/4","594","531","63",
"신당동","55~59세","2025. 1/4","695","601","94",
"신당동","60~64세","2025. 1/4","717","647","70",
"신당동","65~69세","2025. 1/4","564","536","28",
"신당동","70~74세","2025. 1/4","390","384","6",
"신당동","75~79세","2025. 1/4","321","313","8",
"신당동","80~84세","2025. 1/4","250","247","3",
"신당동","85~89세","2025. 1/4","109","109","-",
"신당동","90~94세","2025. 1/4","45","45","-",
"신당동","95~99세","2025. 1/4","8","8","-",
"신당동","100세 이상","2025. 1/4","2","2","-",
"다산동","합계","2025. 1/4","13508","13029","479",
"다산동","0~4세","2025. 1/4","186","174","12",
"다산동","5~9세","2025. 1/4","228","220","8",
"다산동","10~14세","2025. 1/4","292","282","10",
"다산동","15~19세","2025. 1/4","384","367","17",
"다산동","20~24세","2025. 1/4","770","709","61",
"다산동","25~29세","2025. 1/4","1262","1181","81",
"다산동","30~34세","2025. 1/4","1321","1261","60",
"다산동","35~39세","2025. 1/4","924","870","54",
"다산동","40~44세","2025. 1/4","920","877","43",
"다산동","45~49세","2025. 1/4","821","791","30",
"다산동","50~54세","2025. 1/4","1128","1092","36",
"다산동","55~59세","2025. 1/4","1077","1043","34",
"다산동","60~64세","2025. 1/4","1081","1066","15",
"다산동","65~69세","2025. 1/4","1042","1033","9",
"다산동","70~74세","2025. 1/4","715","710","5",
"다산동","75~79세","2025. 1/4","559","557","2",
"다산동","80~84세","2025. 1/4","467","465","2",
"다산동","85~89세","2025. 1/4","226","226","-",
"다산동","90~94세","2025. 1/4","83","83","-",
"다산동","95~99세","2025. 1/4","21","21","-",
"다산동","100세 이상","2025. 1/4","1","1","-",
"약수동","합계","2025. 1/4","16073","15841","232",
"약수동","0~4세","2025. 1/4","372","368","4",
"약수동","5~9세","2025. 1/4","404","396","8",
"약수동","10~14세","2025. 1/4","402","395","7",
"약수동","15~19세","2025. 1/4","441","428","13",
"약수동","20~24세","2025. 1/4","678","657","21",
"약수동","25~29세","2025. 1/4","1018","1002","16",
"약수동","30~34세","2025. 1/4","1196","1182","14",
"약수동","35~39세","2025. 1/4","1137","1107","30",
"약수동","40~44세","2025. 1/4","1129","1105","24",
"약수동","45~49세","2025. 1/4","981","962","19",
"약수동","50~54세","2025. 1/4","1292","1263","29",
"약수동","55~59세","2025. 1/4","1337","1312","25",
"약수동","60~64세","2025. 1/4","1394","1389","5",
"약수동","65~69세","2025. 1/4","1304","1300","4",
"약수동","70~74세","2025. 1/4","1002","993","9",
"약수동","75~79세","2025. 1/4","798","797","1",
"약수동","80~84세","2025. 1/4","631","631","-",
"약수동","85~89세","2025. 1/4","385","384","1",
"약수동","90~94세","2025. 1/4","131","130","1",
"약수동","95~99세","2025. 1/4","37","37","-",
"약수동","100세 이상","2025. 1/4","4","3","1",
"청구동","합계","2025. 1/4","12085","11871","214",
"청구동","0~4세","2025. 1/4","292","287","5",
"청구동","5~9세","2025. 1/4","268","257","11",
"청구동","10~14세","2025. 1/4","321","316","5",
"청구동","15~19세","2025. 1/4","329","322","7",
"청구동","20~24세","2025. 1/4","591","572","19",
"청구동","25~29세","2025. 1/4","843","798","45",
"청구동","30~34세","2025. 1/4","1146","1123","23",
"청구동","35~39세","2025. 1/4","977","946","31",
"청구동","40~44세","2025. 1/4","782","764","18",
"청구동","45~49세","2025. 1/4","703","689","14",
"청구동","50~54세","2025. 1/4","947","931","16",
"청구동","55~59세","2025. 1/4","991","982","9",
"청구동","60~64세","2025. 1/4","992","988","4",
"청구동","65~69세","2025. 1/4","924","919","5",
"청구동","70~74세","2025. 1/4","672","672","-",
"청구동","75~79세","2025. 1/4","526","525","1",
"청구동","80~84세","2025. 1/4","417","417","-",
"청구동","85~89세","2025. 1/4","261","261","-",
"청구동","90~94세","2025. 1/4","80","80","-",
"청구동","95~99세","2025. 1/4","21","20","1",
"청구동","100세 이상","2025. 1/4","2","2","-",
"동화동","합계","2025. 1/4","9994","9829","165",
"동화동","0~4세","2025. 1/4","234","229","5",
"동화동","5~9세","2025. 1/4","334","326","8",
"동화동","10~14세","2025. 1/4","335","332","3",
"동화동","15~19세","2025. 1/4","368","363","5",
"동화동","20~24세","2025. 1/4","491","483","8",
"동화동","25~29세","2025. 1/4","576","561","15",
"동화동","30~34세","2025. 1/4","687","669","18",
"동화동","35~39세","2025. 1/4","643","621","22",
"동화동","40~44세","2025. 1/4","697","679","18",
"동화동","45~49세","2025. 1/4","658","648","10",
"동화동","50~54세","2025. 1/4","817","807","10",
"동화동","55~59세","2025. 1/4","940","924","16",
"동화동","60~64세","2025. 1/4","926","913","13",
"동화동","65~69세","2025. 1/4","801","792","9",
"동화동","70~74세","2025. 1/4","500","499","1",
"동화동","75~79세","2025. 1/4","392","390","2",
"동화동","80~84세","2025. 1/4","315","314","1",
"동화동","85~89세","2025. 1/4","191","190","1",
"동화동","90~94세","2025. 1/4","74","74","-",
"동화동","95~99세","2025. 1/4","14","14","-",
"동화동","100세 이상","2025. 1/4","1","1","-",
"용산구","합계","2025. 1/4","216537","203405","13132",
"용산구","0~4세","2025. 1/4","5110","4707","403",
"용산구","5~9세","2025. 1/4","6093","5423","670",
"용산구","10~14세","2025. 1/4","6836","6144","692",
"용산구","15~19세","2025. 1/4","7242","6696","546",
"용산구","20~24세","2025. 1/4","11192","10483","709",
"용산구","25~29세","2025. 1/4","18154","17099","1055",
"용산구","30~34세","2025. 1/4","21997","20491","1506",
"용산구","35~39세","2025. 1/4","17883","16238","1645",
"용산구","40~44세","2025. 1/4","17171","15576","1595",
"용산구","45~49세","2025. 1/4","15074","13679","1395",
"용산구","50~54세","2025. 1/4","17642","16632","1010",
"용산구","55~59세","2025. 1/4","16677","15886","791",
"용산구","60~64세","2025. 1/4","15610","15093","517",
"용산구","65~69세","2025. 1/4","13593","13313","280",
"용산구","70~74세","2025. 1/4","9047","8896","151",
"용산구","75~79세","2025. 1/4","6941","6851","90",
"용산구","80~84세","2025. 1/4","5362","5321","41",
"용산구","85~89세","2025. 1/4","3358","3332","26",
"용산구","90~94세","2025. 1/4","1211","1208","3",
"용산구","95~99세","2025. 1/4","286","283","3",
"용산구","100세 이상","2025. 1/4","58","54","4",
"후암동","합계","2025. 1/4","16229","15757","472",
"후암동","0~4세","2025. 1/4","246","238","8",
"후암동","5~9세","2025. 1/4","381","370","11",
"후암동","10~14세","2025. 1/4","535","518","17",
"후암동","15~19세","2025. 1/4","562","546","16",
"후암동","20~24세","2025. 1/4","750","730","20",
"후암동","25~29세","2025. 1/4","1400","1360","40",
"후암동","30~34세","2025. 1/4","1649","1599","50",
"후암동","35~39세","2025. 1/4","1247","1192","55",
"후암동","40~44세","2025. 1/4","1194","1138","56",
"후암동","45~49세","2025. 1/4","1117","1070","47",
"후암동","50~54세","2025. 1/4","1345","1297","48",
"후암동","55~59세","2025. 1/4","1273","1240","33",
"후암동","60~64세","2025. 1/4","1264","1232","32",
"후암동","65~69세","2025. 1/4","1096","1077","19",
"후암동","70~74세","2025. 1/4","799","791","8",
"후암동","75~79세","2025. 1/4","553","549","4",
"후암동","80~84세","2025. 1/4","433","429","4",
"후암동","85~89세","2025. 1/4","273","270","3",
"후암동","90~94세","2025. 1/4","81","81","-",
"후암동","95~99세","2025. 1/4","23","23","-",
"후암동","100세 이상","2025. 1/4","8","7","1",
"용산2가동","합계","2025. 1/4","10015","8628","1387",
"용산2가동","0~4세","2025. 1/4","132","99","33",
"용산2가동","5~9세","2025. 1/4","160","121","39",
"용산2가동","10~14세","2025. 1/4","199","160","39",
"용산2가동","15~19세","2025. 1/4","271","237","34",
"용산2가동","20~24세","2025. 1/4","575","428","147",
"용산2가동","25~29세","2025. 1/4","1012","846","166",
"용산2가동","30~34세","2025. 1/4","1196","957","239",
"용산2가동","35~39세","2025. 1/4","885","676","209",
"용산2가동","40~44세","2025. 1/4","753","616","137",
"용산2가동","45~49세","2025. 1/4","651","534","117",
"용산2가동","50~54세","2025. 1/4","712","631","81",
"용산2가동","55~59세","2025. 1/4","637","570","67",
"용산2가동","60~64세","2025. 1/4","670","640","30",
"용산2가동","65~69세","2025. 1/4","680","651","29",
"용산2가동","70~74세","2025. 1/4","496","485","11",
"용산2가동","75~79세","2025. 1/4","415","411","4",
"용산2가동","80~84세","2025. 1/4","294","292","2",
"용산2가동","85~89세","2025. 1/4","195","192","3",
"용산2가동","90~94세","2025. 1/4","64","64","-",
"용산2가동","95~99세","2025. 1/4","17","17","-",
"용산2가동","100세 이상","2025. 1/4","1","1","-",
"남영동","합계","2025. 1/4","7218","6718","500",
"남영동","0~4세","2025. 1/4","60","48","12",
"남영동","5~9세","2025. 1/4","73","62","11",
"남영동","10~14세","2025. 1/4","102","84","18",
"남영동","15~19세","2025. 1/4","148","119","29",
