구,동,연령별,시점,계,한국인,등록외국인,
은평구,구산동,5~9세,2025. 1/4,696,690,6,
은평구,구산동,10~14세,2025. 1/4,1077,1070,7,
은평구,구산동,15~19세,2025. 1/4,1322,1320,2,
은평구,구산동,20~24세,2025. 1/4,1675,1664,11,
은평구,구산동,25~29세,2025. 1/4,2272,2252,20,
은평구,구산동,30~34세,2025. 1/4,2201,2181,20,
은평구,구산동,35~39세,2025. 1/4,1607,1568,39,
은평구,구산동,40~44세,2025. 1/4,2086,2061,25,
은평구,구산동,45~49세,2025. 1/4,2158,2145,13,
은평구,구산동,50~54세,2025. 1/4,2945,2929,16,
은평구,구산동,55~59세,2025. 1/4,2728,2712,16,
은평구,구산동,60~64세,2025. 1/4,2797,2780,17,
은평구,구산동,65~69세,2025. 1/4,2426,2418,8,
은평구,구산동,70~74세,2025. 1/4,1724,1720,4,
은평구,구산동,75~79세,2025. 1/4,1309,1309,-,
은평구,구산동,80~84세,2025. 1/4,966,964,2,
은평구,구산동,85~89세,2025. 1/4,497,496,1,
은평구,구산동,90~94세,2025. 1/4,147,147,-,
은평구,구산동,95~99세,2025. 1/4,38,38,-,
은평구,구산동,100세 이상,2025. 1/4,4,4,-,
은평구,대조동,합계,2025. 1/4,27500,27116,384,
은평구,대조동,0~4세,2025. 1/4,379,374,5,
은평구,대조동,5~9세,2025. 1/4,426,418,8,
은평구,대조동,10~14세,2025. 1/4,602,594,8,
은평구,대조동,15~19세,2025. 1/4,746,736,10,
은평구,대조동,20~24세,2025. 1/4,1595,1555,40,
은평구,대조동,25~29세,2025. 1/4,3305,3232,73,
은평구,대조동,30~34세,2025. 1/4,3389,3339,50,
은평구,대조동,35~39세,2025. 1/4,1930,1890,40,
은평구,대조동,40~44세,2025. 1/4,1723,1694,29,
은평구,대조동,45~49세,2025. 1/4,1690,1665,25,
은평구,대조동,50~54세,2025. 1/4,2047,2023,24,
은평구,대조동,55~59세,2025. 1/4,1996,1968,28,
은평구,대조동,60~64세,2025. 1/4,1955,1935,20,
은평구,대조동,65~69세,2025. 1/4,1797,1780,17,
은평구,대조동,70~74세,2025. 1/4,1288,1285,3,
은평구,대조동,75~79세,2025. 1/4,1161,1158,3,
은평구,대조동,80~84세,2025. 1/4,861,860,1,
은평구,대조동,85~89세,2025. 1/4,461,461,-,
은평구,대조동,90~94세,2025. 1/4,120,120,-,
은평구,대조동,95~99세,2025. 1/4,25,25,-,
은평구,대조동,100세 이상,2025. 1/4,4,4,-,
은평구,응암1동,합계,2025. 1/4,32485,32119,366,
은평구,응암1동,0~4세,2025. 1/4,839,830,9,
은평구,응암1동,5~9세,2025. 1/4,1068,1062,6,
은평구,응암1동,10~14세,2025. 1/4,1236,1229,7,
은평구,응암1동,15~19세,2025. 1/4,1290,1288,2,
은평구,응암1동,20~24세,2025. 1/4,1726,1700,26,
은평구,응암1동,25~29세,2025. 1/4,2488,2438,50,
은평구,응암1동,30~34세,2025. 1/4,2745,2690,55,
은평구,응암1동,35~39세,2025. 1/4,2454,2413,41,
은평구,응암1동,40~44세,2025. 1/4,2667,2633,34,
은평구,응암1동,45~49세,2025. 1/4,2496,2465,31,
은평구,응암1동,50~54세,2025. 1/4,2755,2727,28,
은평구,응암1동,55~59세,2025. 1/4,2527,2500,27,
은평구,응암1동,60~64세,2025. 1/4,2205,2184,21,
은평구,응암1동,65~69세,2025. 1/4,1983,1964,19,
은평구,응암1동,70~74세,2025. 1/4,1401,1394,7,
은평구,응암1동,75~79세,2025. 1/4,1182,1181,1,
은평구,응암1동,80~84세,2025. 1/4,813,811,2,
은평구,응암1동,85~89세,2025. 1/4,447,447,-,
은평구,응암1동,90~94세,2025. 1/4,133,133,-,
은평구,응암1동,95~99세,2025. 1/4,24,24,-,
은평구,응암1동,100세 이상,2025. 1/4,6,6,-,
은평구,응암2동,합계,2025. 1/4,27281,27066,215,
은평구,응암2동,0~4세,2025. 1/4,1082,1078,4,
은평구,응암2동,5~9세,2025. 1/4,1439,1430,9,
은평구,응암2동,10~14세,2025. 1/4,1517,1513,4,
은평구,응암2동,15~19세,2025. 1/4,1163,1158,5,
은평구,응암2동,20~24세,2025. 1/4,1071,1055,16,
은평구,응암2동,25~29세,2025. 1/4,1302,1288,14,
은평구,응암2동,30~34세,2025. 1/4,1753,1736,17,
은평구,응암2동,35~39세,2025. 1/4,2264,2233,31,
은평구,응암2동,40~44세,2025. 1/4,2906,2873,33,
은평구,응암2동,45~49세,2025. 1/4,2561,2540,21,
은평구,응암2동,50~54세,2025. 1/4,2342,2327,15,
은평구,응암2동,55~59세,2025. 1/4,1794,1780,14,
은평구,응암2동,60~64세,2025. 1/4,1574,1562,12,
은평구,응암2동,65~69세,2025. 1/4,1529,1519,10,
은평구,응암2동,70~74세,2025. 1/4,1099,1095,4,
은평구,응암2동,75~79세,2025. 1/4,838,836,2,
은평구,응암2동,80~84세,2025. 1/4,595,594,1,
은평구,응암2동,85~89세,2025. 1/4,321,318,3,
은평구,응암2동,90~94세,2025. 1/4,109,109,-,
은평구,응암2동,95~99세,2025. 1/4,19,19,-,
은평구,응암2동,100세 이상,2025. 1/4,3,3,-,
은평구,신사1동,합계,2025. 1/4,26217,25996,221,
은평구,신사1동,0~4세,2025. 1/4,443,442,1,
은평구,신사1동,5~9세,2025. 1/4,614,610,4,
은평구,신사1동,10~14세,2025. 1/4,789,786,3,
은평구,신사1동,15~19세,2025. 1/4,947,946,1,
은평구,신사1동,20~24세,2025. 1/4,1356,1351,5,
은평구,신사1동,25~29세,2025. 1/4,2011,1992,19,
은평구,신사1동,30~34세,2025. 1/4,2112,2077,35,
은평구,신사1동,35~39세,2025. 1/4,1681,1650,31,
은평구,신사1동,40~44세,2025. 1/4,1820,1797,23,
은평구,신사1동,45~49세,2025. 1/4,1856,1830,26,
은평구,신사1동,50~54세,2025. 1/4,2250,2231,19,
은평구,신사1동,55~59세,2025. 1/4,2227,2204,23,
은평구,신사1동,60~64세,2025. 1/4,2169,2154,15,
은평구,신사1동,65~69세,2025. 1/4,2109,2097,12,
은평구,신사1동,70~74세,2025. 1/4,1380,1377,3,
은평구,신사1동,75~79세,2025. 1/4,1120,1120,-,
은평구,신사1동,80~84세,2025. 1/4,807,807,-,
은평구,신사1동,85~89세,2025. 1/4,381,381,-,
은평구,신사1동,90~94세,2025. 1/4,120,120,-,
은평구,신사1동,95~99세,2025. 1/4,21,20,1,
은평구,신사1동,100세 이상,2025. 1/4,4,4,-,
은평구,신사2동,합계,2025. 1/4,18792,18610,182,
은평구,신사2동,0~4세,2025. 1/4,318,315,3,
은평구,신사2동,5~9세,2025. 1/4,444,442,2,
은평구,신사2동,10~14세,2025. 1/4,597,594,3,
은평구,신사2동,15~19세,2025. 1/4,704,697,7,
은평구,신사2동,20~24세,2025. 1/4,933,912,21,
은평구,신사2동,25~29세,2025. 1/4,1325,1308,17,
은평구,신사2동,30~34세,2025. 1/4,1534,1506,28,
은평구,신사2동,35~39세,2025. 1/4,1147,1125,22,
은평구,신사2동,40~44세,2025. 1/4,1356,1334,22,
은평구,신사2동,45~49세,2025. 1/4,1290,1280,10,
은평구,신사2동,50~54세,2025. 1/4,1585,1567,18,
은평구,신사2동,55~59세,2025. 1/4,1558,1547,11,
은평구,신사2동,60~64세,2025. 1/4,1596,1590,6,
은평구,신사2동,65~69세,2025. 1/4,1541,1533,8,
은평구,신사2동,70~74세,2025. 1/4,1144,1143,1,
은평구,신사2동,75~79세,2025. 1/4,760,759,1,
은평구,신사2동,80~84세,2025. 1/4,537,536,1,
은평구,신사2동,85~89세,2025. 1/4,299,298,1,
은평구,신사2동,90~94세,2025. 1/4,100,100,-,
은평구,신사2동,95~99세,2025. 1/4,18,18,-,
은평구,신사2동,100세 이상,2025. 1/4,6,6,-,
은평구,증산동,합계,2025. 1/4,15753,15606,147,
은평구,증산동,0~4세,2025. 1/4,407,404,3,
은평구,증산동,5~9세,2025. 1/4,482,478,4,
은평구,증산동,10~14세,2025. 1/4,497,492,5,
은평구,증산동,15~19세,2025. 1/4,638,632,6,
은평구,증산동,20~24세,2025. 1/4,888,877,11,
은평구,증산동,25~29세,2025. 1/4,1075,1058,17,
은평구,증산동,30~34세,2025. 1/4,1200,1183,17,
은평구,증산동,35~39세,2025. 1/4,1061,1038,23,
은평구,증산동,40~44세,2025. 1/4,1168,1146,22,
은평구,증산동,45~49세,2025. 1/4,1055,1044,11,
은평구,증산동,50~54세,2025. 1/4,1459,1453,6,
은평구,증산동,55~59세,2025. 1/4,1289,1281,8,
은평구,증산동,60~64세,2025. 1/4,1187,1180,7,
은평구,증산동,65~69세,2025. 1/4,1132,1128,4,
은평구,증산동,70~74세,2025. 1/4,849,849,-,
은평구,증산동,75~79세,2025. 1/4,629,627,2,
은평구,증산동,80~84세,2025. 1/4,437,436,1,
은평구,증산동,85~89세,2025. 1/4,222,222,-,
은평구,증산동,90~94세,2025. 1/4,54,54,-,
은평구,증산동,95~99세,2025. 1/4,22,22,-,
은평구,증산동,100세 이상,2025. 1/4,2,2,-,
은평구,수색동,합계,2025. 1/4,21306,21078,228,
은평구,수색동,0~4세,2025. 1/4,931,916,15,
은평구,수색동,5~9세,2025. 1/4,896,869,27,
은평구,수색동,10~14세,2025. 1/4,664,647,17,
은평구,수색동,15~19세,2025. 1/4,791,782,9,
은평구,수색동,20~24세,2025. 1/4,1142,1134,8,
은평구,수색동,25~29세,2025. 1/4,1400,1382,18,
은평구,수색동,30~34세,2025. 1/4,1907,1873,34,
은평구,수색동,35~39세,2025. 1/4,1836,1808,28,
은평구,수색동,40~44세,2025. 1/4,1705,1670,35,
은평구,수색동,45~49세,2025. 1/4,1375,1361,14,
은평구,수색동,50~54세,2025. 1/4,1919,1911,8,
은평구,수색동,55~59세,2025. 1/4,1750,1746,4,
은평구,수색동,60~64세,2025. 1/4,1494,1490,4,
은평구,수색동,65~69세,2025. 1/4,1314,1311,3,
은평구,수색동,70~74세,2025. 1/4,825,823,2,
은평구,수색동,75~79세,2025. 1/4,566,565,1,
은평구,수색동,80~84세,2025. 1/4,418,418,-,
은평구,수색동,85~89세,2025. 1/4,242,241,1,
은평구,수색동,90~94세,2025. 1/4,100,100,-,
은평구,수색동,95~99세,2025. 1/4,30,30,-,
은평구,수색동,100세 이상,2025. 1/4,1,1,-,
은평구,진관동,합계,2025. 1/4,53429,53215,214,
은평구,진관동,0~4세,2025. 1/4,1054,1053,1,
은평구,진관동,5~9세,2025. 1/4,1909,1907,2,
은평구,진관동,10~14세,2025. 1/4,3091,3090,1,
은평구,진관동,15~19세,2025. 1/4,3635,3635,-,
은평구,진관동,20~24세,2025. 1/4,3126,3121,5,
은평구,진관동,25~29세,2025. 1/4,3406,3393,13,
은평구,진관동,30~34세,2025. 1/4,3196,3166,30,
은평구,진관동,35~39세,2025. 1/4,2864,2836,28,
은평구,진관동,40~44세,2025. 1/4,3806,3771,35,
은평구,진관동,45~49세,2025. 1/4,4661,4631,30,
은평구,진관동,50~54세,2025. 1/4,5270,5247,23,
은평구,진관동,55~59세,2025. 1/4,4100,4081,19,
은평구,진관동,60~64세,2025. 1/4,3556,3540,16,
은평구,진관동,65~69세,2025. 1/4,3383,3381,2,
은평구,진관동,70~74세,2025. 1/4,2389,2384,5,
은평구,진관동,75~79세,2025. 1/4,1766,1764,2,
은평구,진관동,80~84세,2025. 1/4,1220,1219,1,
은평구,진관동,85~89세,2025. 1/4,684,683,1,
은평구,진관동,90~94세,2025. 1/4,245,245,-,
은평구,진관동,95~99세,2025. 1/4,58,58,-,
은평구,진관동,100세 이상,2025. 1/4,10,10,-,
은평구,불광2동,합계,2025. 1/4,26716,26468,248,
은평구,불광2동,0~4세,2025. 1/4,295,291,4,
은평구,불광2동,5~9세,2025. 1/4,406,403,3,
은평구,불광2동,10~14세,2025. 1/4,595,594,1,
은평구,불광2동,15~19세,2025. 1/4,745,744,1,
은평구,불광2동,20~24세,2025. 1/4,1339,1321,18,
은평구,불광2동,25~29세,2025. 1/4,2331,2308,23,
은평구,불광2동,30~34세,2025. 1/4,2331,2301,30,
은평구,불광2동,35~39세,2025. 1/4,1520,1490,30,
은평구,불광2동,40~44세,2025. 1/4,1684,1657,27,
은평구,불광2동,45~49세,2025. 1/4,1642,1617,25,
은평구,불광2동,50~54세,2025. 1/4,2182,2157,25,
은평구,불광2동,55~59세,2025. 1/4,2383,2364,19,
은평구,불광2동,60~64세,2025. 1/4,2451,2428,23,
은평구,불광2동,65~69세,2025. 1/4,2256,2248,8,
은평구,불광2동,70~74세,2025. 1/4,1612,1608,4,
은평구,불광2동,75~79세,2025. 1/4,1294,1291,3,
은평구,불광2동,80~84세,2025. 1/4,999,997,2,
은평구,불광2동,85~89세,2025. 1/4,492,491,1,
은평구,불광2동,90~94세,2025. 1/4,126,125,1,
은평구,불광2동,95~99세,2025. 1/4,29,29,-,
은평구,불광2동,100세 이상,2025. 1/4,4,4,-,
은평구,응암3동,합계,2025. 1/4,23560,23100,460,
은평구,응암3동,0~4세,2025. 1/4,265,263,2,
은평구,응암3동,5~9세,2025. 1/4,361,349,12,
은평구,응암3동,10~14세,2025. 1/4,549,544,5,
은평구,응암3동,15~19세,2025. 1/4,673,652,21,
은평구,응암3동,20~24세,2025. 1/4,1270,1160,110,
은평구,응암3동,25~29세,2025. 1/4,1999,1928,71,
은평구,응암3동,30~34세,2025. 1/4,2006,1957,49,
은평구,응암3동,35~39세,2025. 1/4,1348,1310,38,
은평구,응암3동,40~44세,2025. 1/4,1503,1477,26,
은평구,응암3동,45~49세,2025. 1/4,1469,1434,35,
은평구,응암3동,50~54세,2025. 1/4,1967,1939,28,
은평구,응암3동,55~59세,2025. 1/4,1891,1867,24,
은평구,응암3동,60~64세,2025. 1/4,2023,1999,24,
은평구,응암3동,65~69세,2025. 1/4,1881,1870,11,
은평구,응암3동,70~74세,2025. 1/4,1474,1473,1,
은평구,응암3동,75~79세,2025. 1/4,1208,1206,2,
은평구,응암3동,80~84세,2025. 1/4,958,957,1,
은평구,응암3동,85~89세,2025. 1/4,508,508,-,
은평구,응암3동,90~94세,2025. 1/4,162,162,-,
은평구,응암3동,95~99세,2025. 1/4,41,41,-,
은평구,응암3동,100세 이상,2025. 1/4,4,4,-,
은평구,역촌동,합계,2025. 1/4,45140,44681,459,
은평구,역촌동,0~4세,2025. 1/4,752,749,3,
은평구,역촌동,5~9세,2025. 1/4,1018,1005,13,
은평구,역촌동,10~14세,2025. 1/4,1482,1475,7,
은평구,역촌동,15~19세,2025. 1/4,1622,1613,9,
은평구,역촌동,20~24세,2025. 1/4,2181,2146,35,
은평구,역촌동,25~29세,2025. 1/4,3446,3390,56,
은평구,역촌동,30~34세,2025. 1/4,3696,3639,57,
은평구,역촌동,35~39세,2025. 1/4,2852,2788,64,
은평구,역촌동,40~44세,2025. 1/4,3360,3299,61,
은평구,역촌동,45~49세,2025. 1/4,3370,3342,28,
은평구,역촌동,50~54세,2025. 1/4,3912,3881,31,
은평구,역촌동,55~59세,2025. 1/4,3755,3712,43,
은평구,역촌동,60~64세,2025. 1/4,3726,3701,25,
은평구,역촌동,65~69세,2025. 1/4,3275,3261,14,
은평구,역촌동,70~74세,2025. 1/4,2521,2515,6,
은평구,역촌동,75~79세,2025. 1/4,1854,1854,-,
은평구,역촌동,80~84세,2025. 1/4,1386,1382,4,
은평구,역촌동,85~89세,2025. 1/4,684,681,3,
은평구,역촌동,90~94세,2025. 1/4,209,209,-,
은평구,역촌동,95~99세,2025. 1/4,32,32,-,
은평구,역촌동,100세 이상,2025. 1/4,7,7,-,
서대문구,구계,합계,2025. 1/4,318085,301943,16142,
서대문구,구계,0~4세,2025. 1/4,7002,6933,69,
서대문구,구계,5~9세,2025. 1/4,9174,9050,124,
서대문구,구계,10~14세,2025. 1/4,10684,10502,182,
서대문구,구계,15~19세,2025. 1/4,12050,11434,616,
서대문구,구계,20~24세,2025. 1/4,25969,20434,5535,
서대문구,구계,25~29세,2025. 1/4,30099,25956,4143,
서대문구,구계,30~34세,2025. 1/4,25802,24177,1625,
서대문구,구계,35~39세,2025. 1/4,21340,20440,900,
서대문구,구계,40~44세,2025. 1/4,22609,21918,691,
서대문구,구계,45~49세,2025. 1/4,20969,20456,513,
서대문구,구계,50~54세,2025. 1/4,25326,24864,462,
서대문구,구계,55~59세,2025. 1/4,23742,23373,369,
서대문구,구계,60~64세,2025. 1/4,22363,22032,331,
서대문구,구계,65~69세,2025. 1/4,19927,19677,250,
서대문구,구계,70~74세,2025. 1/4,13850,13707,143,
서대문구,구계,75~79세,2025. 1/4,11276,11192,84,
서대문구,구계,80~84세,2025. 1/4,8827,8769,58,
서대문구,구계,85~89세,2025. 1/4,5067,5039,28,
서대문구,구계,90~94세,2025. 1/4,1571,1558,13,
서대문구,구계,95~99세,2025. 1/4,367,364,3,
서대문구,구계,100세 이상,2025. 1/4,71,68,3,
서대문구,천연동,합계,2025. 1/4,16647,16447,200,
서대문구,천연동,0~4세,2025. 1/4,490,488,2,
서대문구,천연동,5~9세,2025. 1/4,496,493,3,
서대문구,천연동,10~14세,2025. 1/4,520,517,3,
서대문구,천연동,15~19세,2025. 1/4,689,683,6,
서대문구,천연동,20~24세,2025. 1/4,839,825,14,
서대문구,천연동,25~29세,2025. 1/4,1064,1039,25,
서대문구,천연동,30~34세,2025. 1/4,1253,1223,30,
서대문구,천연동,35~39세,2025. 1/4,1147,1132,15,
서대문구,천연동,40~44세,2025. 1/4,1192,1166,26,
서대문구,천연동,45~49세,2025. 1/4,1155,1139,16,
서대문구,천연동,50~54세,2025. 1/4,1508,1489,19,
서대문구,천연동,55~59세,2025. 1/4,1372,1358,14,
서대문구,천연동,60~64세,2025. 1/4,1392,1382,10,
서대문구,천연동,65~69세,2025. 1/4,1090,1080,10,
서대문구,천연동,70~74세,2025. 1/4,788,785,3,
서대문구,천연동,75~79세,2025. 1/4,648,646,2,
서대문구,천연동,80~84세,2025. 1/4,528,527,1,
서대문구,천연동,85~89세,2025. 1/4,340,340,-,
서대문구,천연동,90~94세,2025. 1/4,107,107,-,
서대문구,천연동,95~99세,2025. 1/4,27,26,1,
서대문구,천연동,100세 이상,2025. 1/4,2,2,-,
서대문구,홍제1동,합계,2025. 1/4,24770,24503,267,
서대문구,홍제1동,0~4세,2025. 1/4,608,606,2,
서대문구,홍제1동,5~9세,2025. 1/4,714,708,6,
서대문구,홍제1동,10~14세,2025. 1/4,807,802,5,
서대문구,홍제1동,15~19세,2025. 1/4,886,877,9,
서대문구,홍제1동,20~24세,2025. 1/4,1338,1319,19,
서대문구,홍제1동,25~29세,2025. 1/4,1668,1641,27,
서대문구,홍제1동,30~34세,2025. 1/4,1879,1847,32,
서대문구,홍제1동,35~39세,2025. 1/4,1708,1682,26,
서대문구,홍제1동,40~44세,2025. 1/4,1802,1769,33,
서대문구,홍제1동,45~49세,2025. 1/4,1673,1657,16,
서대문구,홍제1동,50~54세,2025. 1/4,2218,2204,14,
서대문구,홍제1동,55~59세,2025. 1/4,2085,2070,15,
서대문구,홍제1동,60~64세,2025. 1/4,1963,1936,27,
서대문구,홍제1동,65~69세,2025. 1/4,1800,1789,11,
서대문구,홍제1동,70~74세,2025. 1/4,1279,1268,11,
서대문구,홍제1동,75~79세,2025. 1/4,979,977,2,
서대문구,홍제1동,80~84세,2025. 1/4,774,767,7,
서대문구,홍제1동,85~89세,2025. 1/4,431,430,1,
서대문구,홍제1동,90~94세,2025. 1/4,120,117,3,
서대문구,홍제1동,95~99세,2025. 1/4,34,33,1,
서대문구,홍제1동,100세 이상,2025. 1/4,4,4,-,
서대문구,홍제3동,합계,2025. 1/4,17608,17431,177,
서대문구,홍제3동,0~4세,2025. 1/4,421,421,-,
서대문구,홍제3동,5~9세,2025. 1/4,505,502,3,
서대문구,홍제3동,10~14세,2025. 1/4,483,480,3,
서대문구,홍제3동,15~19세,2025. 1/4,598,594,4,
서대문구,홍제3동,20~24세,2025. 1/4,940,923,17,
서대문구,홍제3동,25~29세,2025. 1/4,1255,1238,17,
서대문구,홍제3동,30~34세,2025. 1/4,1230,1209,21,
서대문구,홍제3동,35~39세,2025. 1/4,1196,1174,22,
서대문구,홍제3동,40~44세,2025. 1/4,1215,1200,15,
서대문구,홍제3동,45~49세,2025. 1/4,1044,1030,14,
서대문구,홍제3동,50~54세,2025. 1/4,1496,1476,20,
서대문구,홍제3동,55~59세,2025. 1/4,1556,1546,10,
서대문구,홍제3동,60~64세,2025. 1/4,1405,1388,17,
서대문구,홍제3동,65~69세,2025. 1/4,1348,1335,13,
서대문구,홍제3동,70~74세,2025. 1/4,945,944,1,
서대문구,홍제3동,75~79세,2025. 1/4,769,769,-,
서대문구,홍제3동,80~84세,2025. 1/4,680,680,-,
서대문구,홍제3동,85~89세,2025. 1/4,402,402,-,
서대문구,홍제3동,90~94세,2025. 1/4,94,94,-,
서대문구,홍제3동,95~99세,2025. 1/4,23,23,-,
서대문구,홍제3동,100세 이상,2025. 1/4,3,3,-,
서대문구,홍제2동,합계,2025. 1/4,12247,12156,91,
서대문구,홍제2동,0~4세,2025. 1/4,297,297,-,
서대문구,홍제2동,5~9세,2025. 1/4,298,298,-,
서대문구,홍제2동,10~14세,2025. 1/4,349,347,2,
서대문구,홍제2동,15~19세,2025. 1/4,427,427,-,
서대문구,홍제2동,20~24세,2025. 1/4,607,596,11,
서대문구,홍제2동,25~29세,2025. 1/4,748,734,14,
서대문구,홍제2동,30~34세,2025. 1/4,943,930,13,
서대문구,홍제2동,35~39세,2025. 1/4,910,901,9,
서대문구,홍제2동,40~44세,2025. 1/4,775,765,10,
서대문구,홍제2동,45~49세,2025. 1/4,727,720,7,
서대문구,홍제2동,50~54세,2025. 1/4,1052,1044,8,
서대문구,홍제2동,55~59세,2025. 1/4,1102,1097,5,
서대문구,홍제2동,60~64세,2025. 1/4,1142,1140,2,
서대문구,홍제2동,65~69세,2025. 1/4,971,967,4,
서대문구,홍제2동,70~74세,2025. 1/4,625,623,2,
서대문구,홍제2동,75~79세,2025. 1/4,549,548,1,
서대문구,홍제2동,80~84세,2025. 1/4,404,403,1,
서대문구,홍제2동,85~89세,2025. 1/4,229,228,1,
서대문구,홍제2동,90~94세,2025. 1/4,76,75,1,
서대문구,홍제2동,95~99세,2025. 1/4,13,13,-,
서대문구,홍제2동,100세 이상,2025. 1/4,3,3,-,
서대문구,홍은1동,합계,2025. 1/4,22184,21958,226,
서대문구,홍은1동,0~4세,2025. 1/4,540,538,2,
서대문구,홍은1동,5~9세,2025. 1/4,639,639,-,
서대문구,홍은1동,10~14세,2025. 1/4,681,679,2,
서대문구,홍은1동,15~19세,2025. 1/4,794,791,3,
서대문구,홍은1동,20~24세,2025. 1/4,1139,1113,26,
서대문구,홍은1동,25~29세,2025. 1/4,1405,1359,46,
서대문구,홍은1동,30~34세,2025. 1/4,1561,1529,32,
서대문구,홍은1동,35~39세,2025. 1/4,1495,1469,26,
서대문구,홍은1동,40~44세,2025. 1/4,1576,1551,25,
서대문구,홍은1동,45~49세,2025. 1/4,1456,1450,6,
서대문구,홍은1동,50~54세,2025. 1/4,1876,1865,11,
서대문구,홍은1동,55~59세,2025. 1/4,1930,1913,17,
서대문구,홍은1동,60~64세,2025. 1/4,1917,1901,16,
서대문구,홍은1동,65~69세,2025. 1/4,1744,1738,6,
서대문구,홍은1동,70~74세,2025. 1/4,1196,1194,2,
서대문구,홍은1동,75~79세,2025. 1/4,914,912,2,
서대문구,홍은1동,80~84세,2025. 1/4,716,713,3,
서대문구,홍은1동,85~89세,2025. 1/4,441,440,1,
서대문구,홍은1동,90~94세,2025. 1/4,129,129,-,
서대문구,홍은1동,95~99세,2025. 1/4,30,30,-,
서대문구,홍은1동,100세 이상,2025. 1/4,5,5,-,
서대문구,홍은2동,합계,2025. 1/4,29026,27982,1044,
서대문구,홍은2동,0~4세,2025. 1/4,571,562,9,
서대문구,홍은2동,5~9세,2025. 1/4,793,782,11,
서대문구,홍은2동,10~14세,2025. 1/4,991,982,9,
서대문구,홍은2동,15~19세,2025. 1/4,1206,1140,66,
서대문구,홍은2동,20~24세,2025. 1/4,2136,1800,336,
서대문구,홍은2동,25~29세,2025. 1/4,2330,2109,221,
서대문구,홍은2동,30~34세,2025. 1/4,2158,2064,94,
서대문구,홍은2동,35~39세,2025. 1/4,1867,1818,49,
서대문구,홍은2동,40~44세,2025. 1/4,1964,1926,38,
서대문구,홍은2동,45~49세,2025. 1/4,1920,1881,39,
서대문구,홍은2동,50~54세,2025. 1/4,2512,2468,44,
서대문구,홍은2동,55~59세,2025. 1/4,2355,2319,36,
서대문구,홍은2동,60~64세,2025. 1/4,2282,2242,40,
서대문구,홍은2동,65~69세,2025. 1/4,2041,2015,26,
서대문구,홍은2동,70~74세,2025. 1/4,1343,1330,13,
서대문구,홍은2동,75~79세,2025. 1/4,1078,1071,7,
서대문구,홍은2동,80~84세,2025. 1/4,785,783,2,
서대문구,홍은2동,85~89세,2025. 1/4,488,486,2,
서대문구,홍은2동,90~94세,2025. 1/4,167,165,2,
서대문구,홍은2동,95~99세,2025. 1/4,29,29,-,
서대문구,홍은2동,100세 이상,2025. 1/4,10,10,-,
서대문구,남가좌1동,합계,2025. 1/4,16916,16678,238,
서대문구,남가좌1동,0~4세,2025. 1/4,671,669,2,
서대문구,남가좌1동,5~9세,2025. 1/4,1143,1137,6,
서대문구,남가좌1동,10~14세,2025. 1/4,1166,1152,14,
서대문구,남가좌1동,15~19세,2025. 1/4,769,757,12,
서대문구,남가좌1동,20~24세,2025. 1/4,751,733,18,
서대문구,남가좌1동,25~29세,2025. 1/4,797,776,21,
서대문구,남가좌1동,30~34세,2025. 1/4,963,948,15,
서대문구,남가좌1동,35~39세,2025. 1/4,1310,1282,28,
서대문구,남가좌1동,40~44세,2025. 1/4,1798,1776,22,
서대문구,남가좌1동,45~49세,2025. 1/4,1583,1554,29,
서대문구,남가좌1동,50~54세,2025. 1/4,1388,1367,21,
서대문구,남가좌1동,55~59세,2025. 1/4,1095,1081,14,
서대문구,남가좌1동,60~64세,2025. 1/4,973,963,10,
서대문구,남가좌1동,65~69세,2025. 1/4,834,826,8,
서대문구,남가좌1동,70~74세,2025. 1/4,569,557,12,
서대문구,남가좌1동,75~79세,2025. 1/4,455,452,3,
서대문구,남가좌1동,80~84세,2025. 1/4,358,356,2,
서대문구,남가좌1동,85~89세,2025. 1/4,209,209,-,
서대문구,남가좌1동,90~94세,2025. 1/4,72,71,1,
서대문구,남가좌1동,95~99세,2025. 1/4,9,9,-,
서대문구,남가좌1동,100세 이상,2025. 1/4,3,3,-,
서대문구,남가좌2동,합계,2025. 1/4,30425,28759,1666,
서대문구,남가좌2동,0~4세,2025. 1/4,848,840,8,
서대문구,남가좌2동,5~9세,2025. 1/4,1277,1272,5,
서대문구,남가좌2동,10~14세,2025. 1/4,1296,1294,2,
서대문구,남가좌2동,15~19세,2025. 1/4,1282,1204,78,
서대문구,남가좌2동,20~24세,2025. 1/4,2771,1979,792,
서대문구,남가좌2동,25~29세,2025. 1/4,2346,1944,402,
서대문구,남가좌2동,30~34세,2025. 1/4,2053,1926,127,
서대문구,남가좌2동,35~39세,2025. 1/4,2101,2030,71,
서대문구,남가좌2동,40~44세,2025. 1/4,2488,2441,47,
서대문구,남가좌2동,45~49세,2025. 1/4,2186,2160,26,
서대문구,남가좌2동,50~54세,2025. 1/4,2426,2399,27,
서대문구,남가좌2동,55~59세,2025. 1/4,2110,2080,30,
서대문구,남가좌2동,60~64세,2025. 1/4,1828,1804,24,
서대문구,남가좌2동,65~69세,2025. 1/4,1696,1684,12,
서대문구,남가좌2동,70~74세,2025. 1/4,1265,1259,6,
서대문구,남가좌2동,75~79세,2025. 1/4,1066,1061,5,
서대문구,남가좌2동,80~84세,2025. 1/4,796,793,3,
